nm, A
410.000000, 0.267833
409.000000, 0.258393
408.000000, 0.249507
407.000000, 0.241336
406.000000, 0.233416
405.000000, 0.226541
404.000000, 0.219486
403.000000, 0.213422
402.000000, 0.207792
401.000000, 0.202676
400.000000, 0.197955
399.000000, 0.193828
398.000000, 0.190258
397.000000, 0.186992
396.000000, 0.184087
395.000000, 0.181218
394.000000, 0.178745
393.000000, 0.176704
392.000000, 0.174002
391.000000, 0.171294
390.000000, 0.168631
389.000000, 0.165870
388.000000, 0.162579
387.000000, 0.159858
386.000000, 0.156444
385.000000, 0.153372
384.000000, 0.149865
383.000000, 0.147065
382.000000, 0.144579
381.000000, 0.142264
380.000000, 0.139792
379.000000, 0.138302
378.000000, 0.137292
377.000000, 0.135981
376.000000, 0.135121
375.000000, 0.134561
374.000000, 0.134531
373.000000, 0.134425
372.000000, 0.134464
371.000000, 0.135205
370.000000, 0.136097
369.000000, 0.137151
368.000000, 0.138322
367.000000, 0.139800
366.000000, 0.141559
365.000000, 0.144061
364.000000, 0.147375
363.000000, 0.150598
362.000000, 0.154162
361.000000, 0.158966
360.000000, 0.163854
359.000000, 0.169329
358.000000, 0.174081
357.000000, 0.178676
356.000000, 0.183063
355.000000, 0.187022
354.000000, 0.190302
353.000000, 0.193108
352.000000, 0.195352
351.000000, 0.196591
350.000000, 0.197754
349.000000, 0.198724
348.000000, 0.199479
347.000000, 0.200492
346.000000, 0.201776
345.000000, 0.203434
344.000000, 0.205536
343.000000, 0.208584
342.000000, 0.211863
341.000000, 0.215529
340.000000, 0.219096
339.000000, 0.223171
338.000000, 0.227299
337.000000, 0.232118
336.000000, 0.237106
335.000000, 0.242637
334.000000, 0.248175
333.000000, 0.254854
332.000000, 0.261724
331.000000, 0.269041
330.000000, 0.276654
329.000000, 0.285345
328.000000, 0.293595
327.000000, 0.301993
326.000000, 0.310129
325.000000, 0.317994
324.000000, 0.325082
323.000000, 0.331288
322.000000, 0.337076
321.000000, 0.342261
320.000000, 0.347251
319.000000, 0.351508
318.000000, 0.356536
317.000000, 0.361987
316.000000, 0.367446
315.000000, 0.374031
314.000000, 0.382621
313.000000, 0.392711
312.000000, 0.404848
311.000000, 0.419245
310.000000, 0.436501
309.000000, 0.456745
308.000000, 0.480876
307.000000, 0.508663
306.000000, 0.542004
305.000000, 0.580684
304.000000, 0.626610
303.000000, 0.679943
302.000000, 0.743278
301.000000, 0.817869
300.000000, 0.905489
